,_cameras,date,err,frame_count,frame_number,frame_timestamp,name,ncameras,oid,type,x,y,z
926,"{""cam_vid_id_2308"": -1, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": -1}             ",2020-10-15T15:57:47.866700+02:00,1.4192099970492478,,34161,,,0,28,BVIEW_tracked_3d_object,0.6279031624631679,0.9044477741279824,0.12450869551496135
927,"{""cam_vid_id_2308"": 1, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": 0}               ",2020-10-15T15:57:47.870171+02:00,2.6703685446671264,,34162,,,2,28,BVIEW_tracked_3d_object,0.6258778799835061,0.9159298025592726,0.12862376873590978
928,"{""cam_vid_id_2308"": -1, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": -1}             ",2020-10-15T15:57:47.873057+02:00,2.6703685446671264,,34163,,,0,28,BVIEW_tracked_3d_object,0.6258778799835061,0.9159298025592726,0.12862376873590978
929,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": 0}               ",2020-10-15T15:57:47.876439+02:00,1.2817752138547898,,34164,,,2,28,BVIEW_tracked_3d_object,0.6305250521945048,0.90960083868572,0.12651315243902125
930,"{""cam_vid_id_2308"": -1, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": -1}             ",2020-10-15T15:57:47.879920+02:00,1.2817752138547898,,34165,,,0,28,BVIEW_tracked_3d_object,0.6305250521945048,0.90960083868572,0.12651315243902125
931,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": 1}               ",2020-10-15T15:57:47.892157+02:00,2.200341606757987,,34169,,,2,29,BVIEW_tracked_3d_object,0.6292323761757448,0.9102826285221397,0.12738241016974503
932,"{""cam_vid_id_2308"": -1, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": -1}             ",2020-10-15T15:57:47.895072+02:00,2.200341606757987,,34170,,,0,29,BVIEW_tracked_3d_object,0.6292323761757448,0.9102826285221397,0.12738241016974503
933,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": 1}               ",2020-10-15T15:57:47.935719+02:00,1.6588788231778024,,34185,,,2,30,BVIEW_tracked_3d_object,0.6384683758275148,0.9325141509471724,0.1276662343576937
934,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": 1}               ",2020-10-15T15:57:47.939009+02:00,0.8549818461644563,,34186,,,2,30,BVIEW_tracked_3d_object,0.6400253726486564,0.9311589757819357,0.12816414422333475
935,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": -1, ""cam_vid_id_2311"": 1}               ",2020-10-15T15:57:47.943770+02:00,1.7030035610880434,,34187,,,2,30,BVIEW_tracked_3d_object,0.6356185279780584,0.923716245510212,0.12772197601583302
936,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 1}                ",2020-10-15T15:57:47.948225+02:00,3.1142063120308956,,34188,,,3,30,BVIEW_tracked_3d_object,0.6342933233901134,0.9185588085658773,0.12680862586392405
937,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 0, ""cam_vid_id_2311"": -1}               ",2020-10-15T15:57:47.952193+02:00,2.1213378922590755,,34189,,,2,30,BVIEW_tracked_3d_object,0.6298991741422917,0.9118171549035068,0.1250257853568837
938,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 0, ""cam_vid_id_2311"": -1}               ",2020-10-15T15:57:47.956388+02:00,2.410939741192264,,34190,,,2,30,BVIEW_tracked_3d_object,0.6301862230677232,0.9119971733584509,0.12513122285059253
939,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 0, ""cam_vid_id_2311"": -1}               ",2020-10-15T15:57:47.960510+02:00,1.9722788330298295,,34191,,,2,30,BVIEW_tracked_3d_object,0.631179884920681,0.9130321298201972,0.1256993330187446
940,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.964819+02:00,10.902952226039837,,34192,,,3,30,BVIEW_tracked_3d_object,0.6281977038076122,0.919599425362774,0.12606216009027943
941,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.969226+02:00,10.144471148695096,,34193,,,3,30,BVIEW_tracked_3d_object,0.6276647187581004,0.9201143727268609,0.12641591661803694
942,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.974027+02:00,9.963076096747143,,34194,,,3,30,BVIEW_tracked_3d_object,0.6283991977634997,0.9201183168314627,0.12647253934780156
943,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.978349+02:00,11.246323568740323,,34195,,,3,30,BVIEW_tracked_3d_object,0.6285649864650339,0.9193761935936583,0.1267025273611363
944,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.982713+02:00,8.517126605279811,,34196,,,3,30,BVIEW_tracked_3d_object,0.6298553519020194,0.9225011557910212,0.12833835302773705
945,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.986923+02:00,8.088190166837427,,34197,,,3,30,BVIEW_tracked_3d_object,0.6302877433467994,0.9211244751949157,0.12819759503142875
946,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.991583+02:00,10.235745961964248,,34198,,,3,30,BVIEW_tracked_3d_object,0.6280866362656788,0.9218441177866935,0.12665819344032692
947,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 0, ""cam_vid_id_2311"": -1}               ",2020-10-15T15:57:47.995575+02:00,2.4585716928844317,,34199,,,2,30,BVIEW_tracked_3d_object,0.6318393591721188,0.9163978614731247,0.1264524787610861
948,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:47.999870+02:00,10.420681092020603,,34200,,,3,30,BVIEW_tracked_3d_object,0.6281344101988724,0.9207712718241018,0.12680284457704813
949,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:48.004218+02:00,11.10245885750927,,34201,,,3,30,BVIEW_tracked_3d_object,0.6273506882477913,0.9214792371815087,0.12687872175065915
950,"{""cam_vid_id_2308"": 0, ""cam_vid_id_2309"": 1, ""cam_vid_id_2311"": 0}                ",2020-10-15T15:57:48.008460+02:00,10.81112735637467,,34202,,,3,30,BVIEW_tracked_3d_object,0.6286719835170824,0.9191318049421195,0.1269060017022538
