,_cameras,date,err,frame_count,frame_number,frame_timestamp,name,ncameras,oid,type,x,y,z
0,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.323591+01:00,0.6507646215583277,,22010,,,2,0,BVIEW_tracked_3d_object,0.0692673291198525,0.06946224415295335,0.49952503352774846
1,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.328369+01:00,0.6507646215583277,,22012,,,0,0,BVIEW_tracked_3d_object,0.0692673291198525,0.06946224415295335,0.49952503352774846
2,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.341994+01:00,0.6507646215583277,,22013,,,0,0,BVIEW_tracked_3d_object,0.0692673291198525,0.06946224415295335,0.49952503352774846
3,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.352115+01:00,0.5985368604461859,,22015,,,2,1,BVIEW_tracked_3d_object,-0.012633316826471005,0.22525447820724742,0.300853261438863
4,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.357203+01:00,0.5985368604461859,,22016,,,2,1,BVIEW_tracked_3d_object,-0.012633316826471005,0.22525447820724742,0.300853261438863
5,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.377504+01:00,0.5985368604461859,,22017,,,0,1,BVIEW_tracked_3d_object,-0.012633316826471005,0.22525447820724742,0.300853261438863
6,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.404090+01:00,0.7957152040030653,,22020,,,2,2,BVIEW_tracked_3d_object,-0.1251237166529604,0.2915460722051494,0.18034451597851447
7,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.431293+01:00,0.5972320599360457,,22021,,,2,2,BVIEW_tracked_3d_object,-0.11755616728684778,0.29430951471788436,0.18727047105665098
8,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.438085+01:00,0.5468029195619468,,22022,,,2,2,BVIEW_tracked_3d_object,-0.130771222604187,0.2931638261651934,0.18357302711100773
9,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.444432+01:00,0.3170235035220475,,22023,,,2,2,BVIEW_tracked_3d_object,-0.12077311147126438,0.29153849666052056,0.18682413721098798
10,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.458903+01:00,0.18282946079067558,,22024,,,2,2,BVIEW_tracked_3d_object,-0.12008835387679496,0.29042339558715097,0.1871828962679857
11,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.466457+01:00,0.12711073078483764,,22025,,,2,2,BVIEW_tracked_3d_object,-0.11922835646058032,0.29050231879823457,0.18664464752430002
12,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.490052+01:00,0.5296235623047745,,22026,,,2,2,BVIEW_tracked_3d_object,-0.11955657620332509,0.2923298216889882,0.18546045654220653
13,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.511185+01:00,1.6442998836001634,,22027,,,2,2,BVIEW_tracked_3d_object,-0.11812540398570123,0.29206576336030093,0.18530955699453314
14,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.526437+01:00,1.618445708449431,,22028,,,2,2,BVIEW_tracked_3d_object,-0.11834341469986318,0.29144496883229887,0.18639977343944847
15,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.534094+01:00,0.8783013919838631,,22029,,,2,2,BVIEW_tracked_3d_object,-0.10113192341657604,0.299396129000683,0.18769677706927032
16,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.547737+01:00,0.3269652744925635,,22030,,,2,2,BVIEW_tracked_3d_object,-0.11894412901560329,0.2913477770007012,0.18716452662344285
17,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.563593+01:00,0.5904053825315685,,22031,,,2,2,BVIEW_tracked_3d_object,-0.10206924619870834,0.2988168680857048,0.18765945790043026
18,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.568881+01:00,1.0598463623182677,,22032,,,2,2,BVIEW_tracked_3d_object,-0.10277473076896569,0.2973987726524635,0.18830877036468477
19,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.573662+01:00,1.0598463623182677,,22033,,,0,2,BVIEW_tracked_3d_object,-0.10277473076896569,0.2973987726524635,0.18830877036468477
20,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.585325+01:00,1.215555782170666,,22034,,,2,2,BVIEW_tracked_3d_object,-0.10052093757859253,0.30187636715464716,0.18614723715315978
21,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.589789+01:00,1.215555782170666,,22035,,,0,2,BVIEW_tracked_3d_object,-0.10052093757859253,0.30187636715464716,0.18614723715315978
22,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.596946+01:00,0.388222470802685,,22036,,,2,2,BVIEW_tracked_3d_object,-0.1005304662339927,0.3049511177843117,0.18789713786597706
23,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.602274+01:00,0.47211799118607245,,22037,,,2,2,BVIEW_tracked_3d_object,-0.12064924228304873,0.2947383235453376,0.18617859582818322
24,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.609319+01:00,0.7224510200397161,,22038,,,2,2,BVIEW_tracked_3d_object,-0.10007800295480769,0.3041702958749772,0.18688717255986428
25,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.622944+01:00,0.8941511831154416,,22039,,,2,2,BVIEW_tracked_3d_object,-0.09900113773301936,0.30593218087449975,0.1880213143874937
26,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.629882+01:00,0.7401337509536047,,22040,,,2,2,BVIEW_tracked_3d_object,-0.12362057242306408,0.2958450111434062,0.18597221212252826
27,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.637157+01:00,0.07015680609544919,,22041,,,2,2,BVIEW_tracked_3d_object,-0.12416368118942002,0.29454404325840156,0.1857570301192414
28,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.644426+01:00,0.2686040600742825,,22042,,,2,2,BVIEW_tracked_3d_object,-0.1250789623873578,0.2943355666914547,0.1851005671752866
29,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.651809+01:00,0.7917444932638749,,22043,,,2,2,BVIEW_tracked_3d_object,-0.09999107241797191,0.3023705767463831,0.18704257740094618
30,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.667132+01:00,1.059791160283802,,22044,,,2,2,BVIEW_tracked_3d_object,-0.12680601383219026,0.2962790383485927,0.18363480940313942
31,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.674392+01:00,0.5702191250620978,,22045,,,2,2,BVIEW_tracked_3d_object,-0.09891552748316335,0.3067086779736204,0.1874160761179659
32,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.687914+01:00,1.610959085011993,,22046,,,2,2,BVIEW_tracked_3d_object,-0.09925911077673485,0.30896688940637596,0.1846155441529597
33,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.693716+01:00,1.610959085011993,,22047,,,0,2,BVIEW_tracked_3d_object,-0.09925911077673485,0.30896688940637596,0.1846155441529597
34,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.701012+01:00,0.8850386972776381,,22048,,,2,2,BVIEW_tracked_3d_object,-0.023918820070422734,0.3009602484754626,0.21854559845663954
35,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.713864+01:00,0.4001608081286896,,22049,,,2,2,BVIEW_tracked_3d_object,0.0217691534528403,0.28775426803432946,0.23466473543762176
36,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.720024+01:00,0.7124883058866237,,22050,,,2,2,BVIEW_tracked_3d_object,0.05759366393466222,0.2704274169511597,0.24583018252997488
37,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": 0}                ",2020-11-06T20:40:24.723610+01:00,1.7097360775225265,,22051,,,3,2,BVIEW_tracked_3d_object,0.09547711114592022,0.2643715569084671,0.255644255793949
38,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.726246+01:00,1.7097360775225265,,22052,,,0,2,BVIEW_tracked_3d_object,0.09547711114592022,0.2643715569084671,0.255644255793949
39,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.734362+01:00,1.7097360775225265,,22053,,,0,2,BVIEW_tracked_3d_object,0.09547711114592022,0.2643715569084671,0.255644255793949
40,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": 0}               ",2020-11-06T20:40:24.745614+01:00,1.2181316600292238,,22055,,,2,3,BVIEW_tracked_3d_object,0.2750186302220169,0.23471650458626644,0.28097282053820655
41,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.750301+01:00,1.2181316600292238,,22056,,,0,3,BVIEW_tracked_3d_object,0.2750186302220169,0.23471650458626644,0.28097282053820655
42,"{""cam_vid_id_2877"": -1, ""cam_vid_id_2875"": -1, ""cam_vid_id_2871"": -1}             ",2020-11-06T20:40:24.756873+01:00,1.2181316600292238,,22057,,,0,3,BVIEW_tracked_3d_object,0.2750186302220169,0.23471650458626644,0.28097282053820655
43,"{""cam_vid_id_2877"": 0, ""cam_vid_id_2875"": 0, ""cam_vid_id_2871"": -1}               ",2020-11-06T20:40:24.776032+01:00,0.7928557420898876,,22059,,,2,4,BVIEW_tracked_3d_object,0.4248066738509778,0.2215617889673648,0.25860132272814895
